"faa","name","lat","lon","alt","tz","dst","tzone"
"DRO","Durango La Plata County Airport",37.1515007019,-107.753997803,6685,-7,"A","America/Denver"
"DRT","Del Rio International Airport",29.3742008209,-100.927001953,1002,-6,"A","America/Chicago"
"DSI","Destin Executive Airport",30.40010071,-86.47149658,23,-6,"A","America/Chicago"
"DSM","Des Moines International Airport",41.5340003967285,-93.6631011962891,958,-6,"A","America/Chicago"
"DTA","Delta Municipal Airport",39.3805999756,-112.508003235,4759,-7,"A","America/Denver"
"DTN","Shreveport Downtown Airport",32.5401992798,-93.7450027466,179,-6,"A","America/Chicago"
"DTW","Detroit Metropolitan Wayne County Airport",42.2123985290527,-83.353401184082,645,-5,"A","America/New_York"
"DUC","Halliburton Field",34.47090149,-97.9598999,1114,-6,"A","America/Chicago"
"DUG","Bisbee Douglas International Airport",31.4689998627,-109.603996277,4154,-7,"A","America/Phoenix"
"DUJ","DuBois Regional Airport",41.17829895,-78.8986969,1817,-5,"A","America/New_York"
"DUT","Unalaska Airport",53.900100708,-166.544006348,22,-9,"A","America/Anchorage"
"DVL","Devils Lake Regional Airport",48.11420059,-98.90879822,1456,-6,"A","America/Chicago"
"DVT","Phoenix Deer Valley Airport",33.6883010864,-112.083000183,1478,-7,"A","America/Phoenix"
"DWH","David Wayne Hooks Memorial Airport",30.0618000031,-95.5528030396,152,-6,"A","America/Chicago"
"DXR","Danbury Municipal Airport",41.3714981079,-73.4822006226,458,-5,"A","America/New_York"
"DYL","Doylestown Airport",40.3330001831,-75.1222991943,394,-5,"A","America/New_York"
"DYS","Dyess Air Force Base",32.4207992554,-99.854598999,1789,-6,"A","America/Chicago"
"EAA","Eagle Airport",64.77639771,-141.151001,908,-9,"A","America/Anchorage"
"EAT","Pangborn Memorial Airport",47.3988990784,-120.207000732,1249,-8,"A","America/Los_Angeles"
"EAU","Chippewa Valley Regional Airport",44.8657989501953,-91.4842987060547,913,-6,"A","America/Chicago"
"ECA","Iosco County Airport",44.312801,-83.422302,606,-5,"A","America/New_York"
"ECG","Elizabeth City Regional Airport & Coast Guard Air Station",36.26060104,-76.17459869,12,-5,"A","America/New_York"
"ECP","Northwest Florida Beaches International Airport",30.357106,-85.795414,69,-6,"A","America/Chicago"
"EDF","Elmendorf Air Force Base",61.2509994506836,-149.807006835938,212,-9,"A","America/Anchorage"
"EDW","Edwards Air Force Base",34.905399,-117.884003,2312,-8,"A","America/Los_Angeles"
"EED","Needles Airport",34.7663002014,-114.623001099,983,NA,NA,NA
"EEK","Eek Airport",60.21367264,-162.0438843,12,-9,"A","America/Anchorage"
"EEN","Dillant Hopkins Airport",42.8983993530273,-72.2707977294922,488,-5,"A","America/New_York"
"EFD","Ellington Airport",29.6072998047,-95.1587982178,32,-6,"A","America/Chicago"
"EGE","Eagle County Regional Airport",39.64260101,-106.9179993,6548,-7,"A","America/Denver"
"EGI","Duke Field",30.65040016,-86.52290344,191,NA,NA,NA
"EGV","Eagle River Union Airport",45.9323005676,-89.2683029175,1642,-6,"A","America/Chicago"
"EGX","Egegik Airport",58.1855010986,-157.375,92,-9,"A","America/Anchorage"
"EHM","Cape Newenham LRRS Airport",58.6464004517,-162.06300354,541,-9,"A","America/Anchorage"
"EIL","Eielson Air Force Base",64.66570282,-147.102005,547,-9,"A","America/Anchorage"
"EKA","Murray Field",40.8033981323,-124.112998962,7,NA,NA,NA
"EKI","Elkhart Municipal Airport",41.7193984985,-86.0031967163,778,-5,"A",NA
"EKN","Elkins-Randolph Co-Jennings Randolph Field",38.88940048,-79.85710144,1987,-5,"A","America/New_York"
"EKO","Elko Regional Airport",40.8249015808105,-115.791999816895,5140,-8,"A","America/Los_Angeles"
"ELD","South Arkansas Regional At Goodwin Field",33.2210006713867,-92.8133010864258,277,-6,"A","America/Chicago"
"ELI","Elim Airport",64.61470032,-162.2720032,162,-9,"A","America/Anchorage"
"ELM","Elmira Corning Regional Airport",42.1599006652832,-76.8916015625,954,-5,"A","America/New_York"
"ELP","El Paso International Airport",31.80719948,-106.3779984,3959,-7,"A","America/Denver"
"ELV","Elfin Cove Seaplane Base",58.1952018738,-136.347000122,0,-9,"A","America/Anchorage"
"ELY","Ely Airport Yelland Field",39.29970169,-114.8420029,6259,-8,"A","America/Los_Angeles"
"EMK","Emmonak Airport",62.78609848,-164.4909973,13,-9,"A","America/Anchorage"
"EMT","San Gabriel Valley Airport",34.086102,-118.035004,296,-8,"E",NA
"ENA","Kenai Municipal Airport",60.5731010437012,-151.244995117188,99,-9,"A","America/Anchorage"
"END","Vance Air Force Base",36.3391990662,-97.9164962769,1307,-6,"A","America/Chicago"
"ENN","Nenana Municipal Airport",64.5473022460938,-149.074005126953,362,NA,NA,NA
"ENV","Wendover Airport",40.7187004089,-114.03099823,4237,-7,"A","America/Denver"
"ENW","Kenosha Regional Airport",42.59569931,-87.92780304,742,-6,"A","America/Chicago"
"EOK","Keokuk Municipal Airport",40.4598999023,-91.4284973145,671,-6,"A","America/Chicago"
"ERI","Erie International Tom Ridge Field",42.0831270134,-80.1738667488,732,-5,"A","America/New_York"
"ERV","Kerrville Municipal Louis Schreiner Field",29.9766998291,-99.0857009888,1617,-6,"A","America/Chicago"
"ESC","Delta County Airport",45.7226982117,-87.0936965942,609,-5,"A","America/New_York"
"ESD","Orcas Island Airport",48.7081985474,-122.910003662,31,-8,"A","America/Los_Angeles"
"ESF","Esler Regional Airport",31.3948993683,-92.2957992554,112,-6,"A","America/Chicago"
"ESN","Easton Newnam Field",38.8041992188,-76.0690002441,72,-5,"A","America/New_York"
"ETB","West Bend Municipal Airport",43.4221992493,-88.1278991699,887,-5,"A",NA
"ETS","Enterprise Municipal Airport",31.29969978,-85.89990234,361,-5,"A",NA
"EUF","Weedon Field",31.9512996674,-85.1288986206,285,-6,"A","America/Chicago"
"EUG","Mahlon Sweet Field",44.1245994567871,-123.21199798584,374,-8,"A","America/Los_Angeles"
"EVV","Evansville Regional Airport",38.0369987488,-87.5324020386,418,-6,"A","America/Chicago"
"EVW","Evanston-Uinta County Airport-Burns Field",41.27479935,-111.0350037,7143,-7,"A","America/Denver"
"EWB","New Bedford Regional Airport",41.6761016845703,-70.956901550293,80,-5,"A","America/New_York"
"EWK","Newton City-County Airport",38.0582008362,-97.2744979858,1533,-6,"A","America/Chicago"
"EWN","Coastal Carolina Regional Airport",35.0730018616,-77.0429000854,18,-5,"A","America/New_York"
"EWR","Newark Liberty International Airport",40.6925010681152,-74.168701171875,18,-5,"A","America/New_York"
"EYW","Key West International Airport",24.5561008453369,-81.7595977783203,3,-5,"A","America/New_York"
"FAF","Felker Army Air Field",37.1324996948,-76.6088027954,12,-5,"A","America/New_York"
"FAI","Fairbanks International Airport",64.81510162,-147.8560028,439,-9,"A","America/Anchorage"
"FAR","Hector International Airport",46.9207000732422,-96.815803527832,902,-6,"A","America/Chicago"
"FAT","Fresno Yosemite International Airport",36.7761993408203,-119.718002319336,336,-8,"A","America/Los_Angeles"
"FAY","Fayetteville Regional Grannis Field",34.9911994934082,-78.8803024291992,189,-5,"A","America/New_York"
"FBG","Simmons Army Air Field",35.13180161,-78.93669891,244,-5,"A","America/New_York"
"FBK","Ladd AAF Airfield",64.83750153,-147.6139984,454,-9,"A","America/Anchorage"
"FBR","Fort Bridger Airport",41.3918991089,-110.406997681,7034,-7,"A","America/Denver"
"FCA","Glacier Park International Airport",48.3105010986328,-114.255996704102,2977,-7,"A","America/Denver"
"FCM","Flying Cloud Airport",44.8272018433,-93.4570999146,906,-6,"A","America/Chicago"
"FCS","Butts AAF (Fort Carson) Air Field",38.67839813,-104.7570038,5838,-7,"A","America/Denver"
"FDY","Findlay Airport",41.0135002136,-83.6687011719,813,-5,"U","America/New_York"
"FET","Fremont Municipal Airport",41.44910049,-96.52020264,1204,-5,"A",NA
"FFA","First Flight Airport",36.0181999207,-75.6713027954,13,-5,"A","America/New_York"
"FFO","Wright-Patterson Air Force Base",39.8260993958,-84.0483016968,823,-5,"A","America/New_York"
"FFT","Capital City Airport",38.18249893,-84.90470123,806,-5,"A","America/New_York"
"FHU","Sierra Vista Municipal Libby Army Air Field",31.5884990692139,-110.34400177002,4719,-7,"A","America/Phoenix"
"FKL","Venango Regional Airport",41.3778991699,-79.8603973389,1540,-5,"A","America/New_York"
"FLD","Fond du Lac County Airport",43.7711982727,-88.4884033203,808,-6,"A","America/Chicago"
"FLG","Flagstaff Pulliam Airport",35.13850021,-111.6709976,7014,-7,"N","America/Phoenix"
"FLL","Fort Lauderdale Hollywood International Airport",26.072599,-80.152702,9,-5,"A","America/New_York"
"FLO","Florence Regional Airport",34.1853981018066,-79.7238998413086,146,-5,"A","America/New_York"
"FLP","Marion County Regional Airport",36.29090118,-92.59030151,719,-5,"A",NA
"FLV","Sherman Army Air Field",39.3683013916,-94.9147033691,772,-6,"A","America/Chicago"
"FME","Tipton Airport",39.0853996277,-76.7593994141,150,-5,"A","America/New_York"
"FMH","Cape Cod Coast Guard Air Station",41.6584014893,-70.5214004517,131,-5,"A","America/New_York"
"FMN","Four Corners Regional Airport",36.7411994934,-108.230003357,5506,-7,"A","America/Denver"
"FMY","Page Field",26.58659935,-81.8632965088,17,-5,"A","America/New_York"
"FNL","Northern Colorado Regional Airport",40.451804,-105.011,5016,-7,"A","America/Denver"
"FNR","Funter Bay Seaplane Base",58.2543983459,-134.897994995,0,-9,"A","America/Anchorage"
"FNT","Bishop International Airport",42.9654006958008,-83.7435989379883,782,-5,"A","America/New_York"
"FOD","Fort Dodge Regional Airport",42.55149841,-94.19259644,1156,-6,"A","America/Chicago"
"FOE","Topeka Regional Airport - Forbes Field",38.9509010315,-95.6635971069,1078,-6,"A","America/Chicago"
"FOK","Francis S Gabreski Airport",40.8437004089,-72.6317977905,67,-5,"A","America/New_York"
"FPR","St Lucie County International Airport",27.49510002,-80.36830139,24,-5,"A","America/New_York"
"FRD","Friday Harbor Airport",48.5219993591,-123.024002075,113,-8,"A","America/Los_Angeles"
"FRG","Republic Airport",40.7288017273,-73.4133987427,82,-5,"A","America/New_York"
"FRI","Marshall Army Air Field",39.05530167,-96.76450348,1065,-6,"A","America/Chicago"
"FRN","Bryant Army Heliport",61.26639938,-149.6529999,378,-9,"A","America/Anchorage"
"FRY","Eastern Slopes Regional Airport",43.9911003113,-70.9478988647,454,-5,"A","America/New_York"
"FSD","Joe Foss Field Airport",43.5820007324,-96.741897583,1429,-6,"A","America/Chicago"
"FSI","Henry Post Army Air Field (Fort Sill)",34.64979935,-98.40219879,1189,-6,"A","America/Chicago"
"FSM","Fort Smith Regional Airport",35.3366012573242,-94.3674011230469,469,-6,"A","America/Chicago"
"FST","Fort Stockton Pecos County Airport",30.9157009125,-102.916000366,3011,-6,"A","America/Chicago"
"FTK","Godman Army Air Field",37.9071006775,-85.9720993042,756,-5,"A","America/New_York"
"FTW","Fort Worth Meacham International Airport",32.819801,-97.362396,710,-6,"A","America/Chicago"
"FTY","Fulton County Airport Brown Field",33.7790985107,-84.5214004517,841,-5,"A","America/New_York"
"FUL","Fullerton Municipal Airport",33.8720016479,-117.980003357,96,-8,"A","America/Los_Angeles"
"FWA","Fort Wayne International Airport",40.97850037,-85.19509888,814,-5,"A","America/New_York"
"FWH","NAS Fort Worth JRB/Carswell Field",32.76919937,-97.4414978,650,-6,"A","America/Chicago"
"FXE","Fort Lauderdale Executive Airport",26.1972999573,-80.1707000732,13,-5,"A","America/New_York"
"FYU","Fort Yukon Airport",66.5715026855469,-145.25,433,-9,"A","America/Anchorage"
"FYV","Drake Field",36.0051002502441,-94.1700973510742,1251,-6,"A","America/Chicago"
"GAD","Northeast Alabama Regional Airport",33.972599,-86.088996,569,-6,"A","America/Chicago"
"GAI","Montgomery County Airpark",39.1683006287,-77.1660003662,539,-5,"A","America/New_York"
"GAL","Edward G. Pitka Sr Airport",64.73619843,-156.9369965,153,-9,"A","America/Anchorage"
"GAM","Gambell Airport",63.7667999267578,-171.733001708984,27,-9,"A","America/Anchorage"
"GBD","Great Bend Municipal Airport",38.3442993164,-98.8591995239,1887,-6,"A","America/Chicago"
"GBG","Galesburg Municipal Airport",40.9379997253,-90.431098938,764,-5,"A",NA
"GCC","Gillette Campbell County Airport",44.3488998413,-105.539001465,4365,-7,"A","America/Denver"
"GCK","Garden City Regional Airport",37.9275016785,-100.723999023,2891,-6,"A","America/Chicago"
"GCN","Grand Canyon National Park Airport",35.9524002075195,-112.147003173828,6609,-7,"N","America/Phoenix"
"GDC","Donaldson Field Airport",34.758301,-82.376404,955,-4,"A",NA
"GDV","Dawson Community Airport",47.13869858,-104.8069992,2458,-7,"A","America/Denver"
"GDW","Gladwin Zettel Memorial Airport",43.9706001282,-84.4749984741,776,-5,"A","America/New_York"
"GED","Sussex County Airport",38.68920135,-75.35890198,53,-5,"A","America/New_York"
"GEG","Spokane International Airport",47.6198997497559,-117.533996582031,2376,-8,"A","America/Los_Angeles"
"GFK","Grand Forks International Airport",47.949299,-97.176102,845,-6,"A","America/Chicago"
"GFL","Floyd Bennett Memorial Airport",43.3412017822,-73.6102981567,328,-5,"A","America/New_York"
"GGE","Georgetown County Airport",33.3116989136,-79.3196029663,39,-5,"A","America/New_York"
"GGG","East Texas Regional Airport",32.3839988708496,-94.7115020751953,365,-6,"A","America/Chicago"
"GGW","Wokal Field Glasgow International Airport",48.212502,-106.614998,2296,-7,"A","America/Denver"
"GIF","Winter Haven Regional Airport - Gilbert Field",28.062901,-81.753304,145,-5,"A","America/New_York"
"GJT","Grand Junction Regional Airport",39.1223983765,-108.527000427,4858,-7,"A","America/Denver"
"GKN","Gulkana Airport",62.1548996,-145.4570007,1586,-9,"A","America/Anchorage"
"GLD","Renner Field-Goodland Municipal Airport",39.37060165,-101.6989975,3656,-7,"A","America/Denver"
"GLH","Mid Delta Regional Airport",33.4828987121582,-90.9856033325195,131,-6,"A","America/Chicago"
"GLR","Gaylord Regional Airport",45.0135002136,-84.7035980225,1328,-4,"A",NA
"GLS","Scholes International At Galveston Airport",29.2653007507324,-94.8603973388672,6,-6,"A","America/Chicago"
"GLV","Golovin Airport",64.5504989624,-163.007003784,59,-9,"A","America/Anchorage"
"GLW","Glasgow Municipal Airport",37.03179932,-85.9536972,716,-6,"A",NA
"GMU","Greenville Downtown Airport",34.8479003906,-82.3499984741,1048,-4,"A",NA
"GMV","Monument Valley Airport",37.0167007446,-110.200996399,5192,-7,"U","America/Denver"
"GNT","Grants-Milan Municipal Airport",35.167301178,-107.902000427,6537,-7,"A","America/Denver"
"GNV","Gainesville Regional Airport",29.6900997162,-82.2717971802,152,-5,"A","America/New_York"
"GON","Groton New London Airport",41.3301010131836,-72.0450973510742,9,-5,"A","America/New_York"
"GPT","Gulfport Biloxi International Airport",30.4073009490967,-89.0700988769531,28,-6,"A","America/Chicago"
"GPZ","Grand Rapids Itasca Co-Gordon Newstrom field",47.21110153,-93.50980377,1355,-6,"A","America/Chicago"
"GQQ","Galion Municipal Airport",40.7533988953,-82.7238006592,1224,-5,"A","America/New_York"
"GRB","Austin Straubel International Airport",44.4850997924805,-88.1296005249023,695,-6,"A","America/Chicago"
"GRF","Gray Army Air Field",47.07920074,-122.5810013,300,-8,"A","America/Los_Angeles"
"GRI","Central Nebraska Regional Airport",40.9674987792969,-98.3096008300781,1847,-6,"A","America/Chicago"
"GRK","Robert Gray  Army Air Field Airport",31.067199707,-97.8289031982,1015,-6,"A","America/Chicago"
"GRM","Grand Marais Cook County Airport",47.8382987976,-90.3828964233,1799,-6,"U","America/Chicago"
"GRR","Gerald R. Ford International Airport",42.88079834,-85.52279663,794,-5,"A","America/New_York"
"GSB","Seymour Johnson Air Force Base",35.33940125,-77.96060181,109,-5,"A","America/New_York"
"GSO","Piedmont Triad International Airport",36.0978012084961,-79.9373016357422,925,-5,"A","America/New_York"
"GSP","Greenville Spartanburg International Airport",34.8956985474,-82.2189025879,964,-5,"A","America/New_York"
"GST","Gustavus Airport",58.4253006,-135.7070007,35,-9,"A","America/Anchorage"
"GTF","Great Falls International Airport",47.48199844,-111.3710022,3680,-7,"A","America/Denver"
"GTR","Golden Triangle Regional Airport",33.4502983093,-88.5914001465,264,-6,"A","America/Chicago"
"GUC","Gunnison Crested Butte Regional Airport",38.53390121,-106.9329987,7680,-7,"A","America/Denver"
"GUF","Jack Edwards Airport",30.29050064,-87.67179871,17,-6,"A","America/Chicago"
"GUP","Gallup Municipal Airport",35.511100769,-108.789001465,6472,-7,"A","America/Denver"
"GUS","Grissom Air Reserve Base",40.6481018066,-86.1520996094,812,-5,"A","America/New_York"
"GUY","Guymon Municipal Airport",36.6851005554,-101.508003235,3123,-5,"A",NA
"GVL","Lee Gilmer Memorial Airport",34.27259827,-83.8302002,1276,-5,"A","America/New_York"
"GVT","Majors Airport",33.0677986145,-96.0652999878,535,-6,"A","America/Chicago"
"GWO","Greenwood–Leflore Airport",33.4943008423,-90.0847015381,162,-6,"A","America/Chicago"
"GXY","Greeley–Weld County Airport",40.4374008179,-104.633003235,4697,-7,"A",NA
"GYR","Phoenix Goodyear Airport",33.4225006104,-112.375999451,968,-7,"N","America/Phoenix"
"GYY","Gary Chicago International Airport",41.6162986755371,-87.4128036499023,591,-6,"A","America/Chicago"
"HAF","Half Moon Bay Airport",37.5134010315,-122.500999451,66,-8,"A",NA
"HAO","Butler Co Regional Airport - Hogan Field",39.3638000488,-84.5220031738,633,-5,"A","America/New_York"
"HAR","Capital City Airport",40.2170982361,-76.8515014648,347,-5,"A","America/New_York"
"HBG","Hattiesburg Bobby L Chain Municipal Airport",31.26479912,-89.25279999,151,-6,"A","America/Chicago"
"HBR","Hobart Regional Airport",34.991317,-99.051313,1563,-6,"A","America/Chicago"
"HCR","Holy Cross Airport",62.1883010864258,-159.774993896484,70,-9,"A","America/Anchorage"
"HCW","Cheraw Municipal Airport/Lynch Bellinger Field",34.71289825,-79.95700073,239,-5,"A","America/New_York"
"HDE","Brewster Field",40.452099,-99.336502,2313,-5,"A",NA
"HDH","Dillingham Airfield",21.5795001984,-158.197006226,14,-10,"A","Pacific/Honolulu"
"HDI","Hardwick Field",35.220100402832,-84.8323974609375,874,-5,"A","America/New_York"
"HDN","Yampa Valley Airport",40.48120117,-107.2180023,6606,-7,"A","America/Denver"
"HFD","Hartford Brainard Airport",41.736698150635,-72.649398803711,18,-5,"A","America/New_York"
"HGR","Hagerstown Regional Richard A Henson Field",39.707901,-77.72949982,703,-5,"A","America/New_York"
"HHH","Hilton Head Airport",32.2243995667,-80.6975021362,19,-5,"A","America/New_York"
"HHI","Wheeler Army Airfield",21.48349953,-158.0399933,837,-10,"A","Pacific/Honolulu"
"HHR","Jack Northrop Field Hawthorne Municipal Airport",33.922798,-118.334999,66,-8,"A","America/Los_Angeles"
"HIB","Range Regional Airport",47.38660049,-92.83899689,1354,-6,"A","America/Chicago"
"HIF","Hill Air Force Base",41.12403,-111.973086,4789,-7,"A","America/Denver"
"HII","Lake Havasu City Airport",34.571098,-114.358002,783,-7,"N","America/Phoenix"
"HIO","Portland Hillsboro Airport",45.540401,-122.949997,208,-8,"A","America/Los_Angeles"
"HKY","Hickory Regional Airport",35.74110031,-81.38950348,1190,-5,"A","America/New_York"
"HLG","Wheeling Ohio County Airport",40.1749992371,-80.6463012695,1195,-5,"A","America/New_York"
"HLI","Hollister Municipal Airport",36.8932991028,-121.410003662,230,-8,"A",NA
"HLN","Helena Regional Airport",46.6068000793457,-111.983001708984,3877,-7,"A","America/Denver"
"HLR","Hood Army Air Field",31.1387004852,-97.7145004272,924,-6,"A","America/Chicago"
"HMN","Holloman Air Force Base",32.8525009155,-106.107002258,4093,-7,"A","America/Denver"
"HNH","Hoonah Airport",58.0961,-135.410111,19,-9,"A","America/Anchorage"
"HNL","Daniel K Inouye International Airport",21.32062,-157.924228,13,-10,"N","Pacific/Honolulu"
"HNM","Hana Airport",20.7956008911133,-156.014007568359,78,-10,"A","Pacific/Honolulu"
"HNS","Haines Airport",59.2438011169434,-135.524002075195,15,-9,"A","America/Anchorage"
"HOB","Lea County Regional Airport",32.6875,-103.2170029,3661,-7,"A","America/Denver"
"HOM","Homer Airport",59.6455993652344,-151.477005004883,84,-9,"A","America/Anchorage"
"HON","Huron Regional Airport",44.3852005004883,-98.2285003662109,1289,-6,"A","America/Chicago"
"HOP","Campbell AAF (Fort Campbell) Air Field",36.668598175,-87.4962005615,573,-6,"A","America/Chicago"
"HOT","Memorial Field",34.4780006408691,-93.0961990356445,540,-6,"A","America/Chicago"
"HOU","William P Hobby Airport",29.64539909,-95.27890015,46,-6,"A","America/Chicago"
"HPB","Hooper Bay Airport",61.52389908,-166.1470032,13,-9,"A","America/Anchorage"
"HPN","Westchester County Airport",41.0670013427734,-73.7076034545898,439,-5,"A","America/New_York"
"HQM","Bowerman Airport",46.9711990356,-123.93699646,18,-8,"A","America/Los_Angeles"
"HRL","Valley International Airport",26.2285003662109,-97.6544036865234,36,-6,"A","America/Chicago"
"HRO","Boone County Airport",36.2615013122559,-93.1547012329102,1365,-6,"A","America/Chicago"
"HSH","Henderson Executive Airport",35.9728012085,-115.134002686,2492,-8,"A","America/Los_Angeles"
"HSL","Huslia Airport",65.69789886,-156.3509979,220,-9,"A","America/Anchorage"
"HST","Homestead ARB Airport",25.48859978,-80.38359833,5,-5,"A","America/New_York"
"HSV","Huntsville International Carl T Jones Field",34.637199401855,-86.775100708008,629,-6,"A","America/Chicago"
"HTL","Roscommon County - Blodgett Memorial Airport",44.359798,-84.671095,1150,-5,"A","America/New_York"
"HTS","Tri-State/Milton J. Ferguson Field",38.36669922,-82.55799866,828,-5,"A","America/New_York"
"HTV","Huntsville Regional Airport",30.7469005585,-95.5871963501,363,NA,NA,NA
"HUA","Redstone Army Air Field",34.67869949,-86.68479919,684,-6,"A","America/Chicago"
"HUF","Terre Haute Regional Airport, Hulman Field",39.4515,-87.307602,589,-5,"A","America/New_York"
"HUL","Houlton International Airport",46.1231002808,-67.792098999,489,-5,"A","America/New_York"
"HUS","Hughes Airport",66.04109955,-154.2630005,299,-9,"A","America/Anchorage"
"HUT","Hutchinson Municipal Airport",38.0654983521,-97.8606033325,1543,-6,"A","America/Chicago"
"HVN","Tweed New Haven Airport",41.26369858,-72.88680267,12,-5,"A","America/New_York"
"HVR","Havre City County Airport",48.54299927,-109.762001,2591,-7,"A","America/Denver"
"HVS","Hartsville Regional Airport",34.4030990601,-80.1192016602,364,-5,"A",NA
"HWD","Hayward Executive Airport",37.659198761,-122.122001648,52,-8,"A","America/Los_Angeles"
"HWO","North Perry Airport",26.0012,-80.2407,8,-5,"A","America/New_York"
"HYA","Barnstable Municipal Boardman Polando Field",41.66930008,-70.28040314,54,-5,"A","America/New_York"
"HYG","Hydaburg Seaplane Base",55.206298828125,-132.828002929688,0,-9,"A","America/Anchorage"
"HYR","Sawyer County Airport",46.0251998901,-91.4442977905,1216,NA,NA,NA
"HYS","Hays Regional Airport",38.84220123,-99.27320099,1999,-6,"A","America/Chicago"
"HZL","Hazleton Municipal Airport",40.9868011475,-75.9949035645,1603,-5,"A","America/New_York"
"IAB","Mc Connell Air Force Base",37.62189865,-97.26820374,1371,-6,"A","America/Chicago"
"IAD","Washington Dulles International Airport",38.94449997,-77.45580292,312,-5,"A","America/New_York"
"IAG","Niagara Falls International Airport",43.1072998046875,-78.9461975097656,589,-5,"A","America/New_York"
"IAH","George Bush Intercontinental Houston Airport",29.9843997955322,-95.3414001464844,97,-6,"A","America/Chicago"
"IAN","Bob Baker Memorial Airport",66.9759979248,-160.43699646,166,-9,"A","America/Anchorage"
"ICT","Wichita Eisenhower National Airport",37.649899,-97.433098,1333,-6,"A","America/Chicago"
"IDA","Idaho Falls Regional Airport",43.514599,-112.070999,4744,-7,"A","America/Denver"
"IDP","Independence Municipal Airport",37.1584014893,-95.7783966064,825,-5,"A",NA
"IGG","Igiugig Airport",59.3240013122559,-155.901992797852,90,-9,"A","America/Anchorage"
"IKB","Wilkes County Airport",36.2228012085,-81.0982971191,1301,-5,"A","America/New_York"
"IKK","Greater Kankakee Airport",41.0713996887,-87.8462982178,630,-6,"A","America/Chicago"
"IKO","Nikolski Air Station",52.9416007995605,-168.848999023438,77,-9,"A","America/Anchorage"
"ILG","New Castle Airport",39.67869949,-75.60649872,80,-5,"A","America/New_York"
"ILI","Iliamna Airport",59.75439835,-154.9109955,192,-9,"A","America/Anchorage"
"ILM","Wilmington International Airport",34.2705993652344,-77.9026031494141,32,-5,"A","America/New_York"
"ILN","Wilmington Airpark",39.427898407,-83.792098999,1077,-5,"U","America/New_York"
"IMM","Immokalee Regional Airport",26.43320084,-81.40100098,37,-5,"A","America/New_York"
"IMT","Ford Airport",45.8184013367,-88.1145019531,1182,-6,"A","America/Chicago"
"IND","Indianapolis International Airport",39.7173,-86.294403,797,-5,"A","America/New_York"
"INK","Winkler County Airport",31.7796001434,-103.200996399,2822,-6,"A","America/Chicago"
"INL","Falls International Airport",48.5662002563477,-93.4030990600586,1185,-6,"A","America/Chicago"
"INS","Creech Air Force Base",36.5872001648,-115.672996521,3133,-8,"A","America/Los_Angeles"
"INT","Smith Reynolds Airport",36.1337013244629,-80.2220001220703,969,-5,"A","America/New_York"
"INW","Winslow Lindbergh Regional Airport",35.021900177,-110.722999573,4941,-7,"N","America/Phoenix"
"IOW","Iowa City Municipal Airport",41.6391983032,-91.5465011597,668,-6,"A","America/Chicago"
"IPL","Imperial County Airport",32.8342018127,-115.57900238,-54,-8,"A","America/Los_Angeles"
"IPT","Williamsport Regional Airport",41.2417984008789,-76.9210968017578,529,-5,"A","America/New_York"
"IRB","Iraan Municipal Airport",30.9057006836,-101.891998291,2200,-6,"A","America/Chicago"
"IRC","Circle City /New/ Airport",65.830498,-144.076008,613,-9,"A","America/Anchorage"
"IRK","Kirksville Regional Airport",40.0934982299805,-92.5448989868164,966,-6,"A","America/Chicago"
"ISM","Kissimmee Gateway Airport",28.2898006439,-81.4371032715,82,-5,"A","America/New_York"
"ISN","Sloulin Field International Airport",48.177898407,-103.641998291,1982,-6,"A","America/Chicago"
"ISO","Kinston Regional Jetport At Stallings Field",35.331401825,-77.6088027954,93,-5,"A","America/New_York"
"ISP","Long Island Mac Arthur Airport",40.79520035,-73.10019684,99,-5,"A","America/New_York"
"ISW","Alexander Field South Wood County Airport",44.3602981567,-89.8389968872,1021,-6,"A","America/Chicago"
"ITH","Ithaca Tompkins Regional Airport",42.4910011291504,-76.4583969116211,1099,-5,"A","America/New_York"
"ITO","Hilo International Airport",19.721399307251,-155.048004150391,38,-10,"N","Pacific/Honolulu"
"IWS","West Houston Airport",29.8181991577,-95.6725997925,111,-6,"A","America/Chicago"
"IYK","Inyokern Airport",35.65879822,-117.8300018,2457,-8,"A","America/Los_Angeles"
"JAC","Jackson Hole Airport",43.6072998046875,-110.737998962402,6451,-7,"A","America/Denver"
"JAN","Jackson-Medgar Wiley Evers International Airport",32.3111991882,-90.0758972168,346,-6,"A","America/Chicago"
"JAS","Jasper County Airport-Bell Field",30.88570023,-94.03489685,213,-5,"A",NA
"JAX","Jacksonville International Airport",30.4941005706787,-81.6878967285156,30,-5,"A","America/New_York"
"JBR","Jonesboro Municipal Airport",35.8316993713379,-90.6464004516602,262,-6,"A","America/Chicago"
"JCI","New Century Aircenter Airport",38.8308982849,-94.890296936,1087,-6,"A","America/Chicago"
"JCT","Kimble County Airport",30.5112991333,-99.7634963989,1749,NA,NA,NA
"JEF","Jefferson City Memorial Airport",38.5912017822,-92.1560974121,549,-6,"A","America/Chicago"
"JFK","John F Kennedy International Airport",40.63980103,-73.77890015,13,-5,"A","America/New_York"
"JHM","Kapalua Airport",20.9629001617432,-156.673004150391,256,-10,"N","Pacific/Honolulu"
"JHW","Chautauqua County-Jamestown Airport",42.15340042,-79.25800323,1723,-5,"A","America/New_York"
